Target relationship: patient_chronotype -> cluster
Model Formula: Formula(cluster ~ age + patient_chronotype + sex + sri + (1|id))

                        mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
1|id[1, 2588]         -0.811  0.651  -2.034    0.396      0.005    0.008  18261.162  6342.798  1.001
1|id[1, 2589]         -0.809  0.640  -2.012    0.402      0.005    0.008  15698.794  5340.434  1.000
1|id[1, 2590]         -0.492  0.606  -1.599    0.642      0.004    0.008  18275.938  5955.350  1.000
1|id[1, 2591]          0.736  0.615  -0.328    1.981      0.005    0.007  16910.860  6394.081  1.000
1|id[1, 2592]          0.054  0.620  -1.057    1.272      0.005    0.008  18349.868  5121.605  1.001
1|id[1, 2593]         -0.099  0.675  -1.295    1.216      0.006    0.009  15104.527  6191.877  1.000
1|id[1, 2594]          0.652  0.628  -0.516    1.812      0.005    0.008  14351.683  5712.866  1.000
1|id[1, 2595]         -0.023  0.612  -1.245    1.046      0.005    0.008  18322.956  5835.798  1.002
1|id[1, 2597]          0.700  0.626  -0.449    1.893      0.005    0.008  16196.747  5659.295  1.000
1|id[1, 2609]         -0.585  0.615  -1.771    0.542      0.005    0.008  14381.873  6296.512  1.000
1|id[1, 2615]          0.631  0.603  -0.464    1.822      0.005    0.008  16272.109  5894.012  1.001
1|id[1, 2616]         -0.209  0.734  -1.630    1.131      0.006    0.010  16960.601  5483.171  1.001
1|id[1, 2617]          0.048  0.619  -1.166    1.163      0.005    0.009  18520.795  5384.791  1.004
1|id[1, 2618]          0.754  0.612  -0.372    1.896      0.005    0.008  16213.184  5276.455  1.001
1|id[1, 2619]          1.143  0.618  -0.010    2.289      0.005    0.008  15200.202  6190.246  1.001
1|id[1, 2620]         -0.781  0.643  -2.032    0.373      0.005    0.010  15625.412  5156.667  1.000
1|id[1, 2623]          0.512  0.622  -0.656    1.703      0.005    0.009  16012.255  5587.117  1.001
1|id[1, 2624]          0.066  0.614  -1.105    1.173      0.005    0.008  16506.505  6003.784  1.001
1|id[1, 2626]         -0.632  0.605  -1.828    0.433      0.005    0.008  14478.310  5626.674  1.002
1|id[1, 2627]          0.235  0.575  -0.878    1.277      0.004    0.008  18051.511  5416.896  1.001
1|id[1, 2628]          0.185  0.564  -0.875    1.235      0.004    0.007  16540.126  5385.617  1.001
1|id[1, 2631]         -0.047  0.602  -1.217    1.038      0.005    0.007  17528.422  6585.910  1.001
1|id[1, 2632]          0.363  0.592  -0.730    1.488      0.005    0.008  13659.614  5865.248  1.001
1|id[1, 2633]          0.810  0.582  -0.293    1.920      0.005    0.008  16192.822  5512.511  1.000
1|id[1, 2634]          0.353  0.562  -0.676    1.434      0.004    0.007  17544.137  5745.215  1.000
1|id[1, 2635]          1.127  0.634  -0.068    2.311      0.005    0.009  15520.421  5907.026  1.000
1|id[1, 2637]          0.905  0.593  -0.201    2.041      0.005    0.008  16823.319  5629.110  1.000
1|id[1, 2647]         -0.719  0.597  -1.874    0.372      0.005    0.008  17106.610  5882.216  1.000
1|id[1, 2651]          0.281  0.605  -0.858    1.433      0.005    0.008  17414.090  6220.881  1.001
1|id[1, 2652]         -0.311  0.629  -1.443    0.926      0.005    0.008  17306.236  6198.767  1.000
1|id[1, 2653]          0.008  0.618  -1.180    1.137      0.005    0.008  13268.335  6252.716  1.000
1|id[1, 2657]         -0.803  0.627  -1.997    0.390      0.005    0.008  17949.227  5194.614  1.000
1|id[1, 2658]         -0.444  0.562  -1.568    0.554      0.004    0.007  15839.037  5689.227  1.000
1|id[2, 1]             0.429  0.659  -0.882    1.593      0.005    0.008  18212.781  5817.492  1.001
1|id[2, 4]             0.002  0.558  -1.045    1.031      0.004    0.007  17809.407  5963.335  1.000
1|id[2, 6]            -0.034  0.652  -1.231    1.198      0.005    0.009  16669.649  5796.021  1.000
1|id[2, 7]             0.109  0.618  -1.057    1.282      0.005    0.008  18009.288  5239.932  1.001
1|id[2, 9]            -0.504  0.691  -1.766    0.826      0.006    0.009  14839.970  5489.637  1.001
1|id[2, 10]           -0.577  0.671  -1.882    0.629      0.005    0.008  17486.223  5937.502  1.000
1|id[2, 16]           -0.491  0.688  -1.897    0.711      0.005    0.009  17274.970  6068.869  1.000
1|id[2, 18]           -0.808  0.647  -2.073    0.376      0.005    0.008  15966.110  5581.492  1.001
1|id[2, 21]           -0.417  0.611  -1.575    0.711      0.005    0.008  15729.953  5576.913  1.001
1|id[2, 22]           -0.562  0.674  -1.822    0.715      0.005    0.009  17214.719  5032.339  1.000
1|id[2, 23]            0.231  0.627  -0.935    1.390      0.005    0.008  15859.874  5593.312  1.000
1|id[2, 24]           -0.025  0.661  -1.228    1.256      0.005    0.008  15477.205  5877.027  1.000
1|id[2, 25]           -0.044  0.654  -1.249    1.195      0.005    0.009  15856.676  6198.296  1.001
1|id[2, 26]           -0.725  0.653  -1.999    0.473      0.005    0.009  18144.906  5373.695  1.000
1|id[2, 27]           -0.415  0.711  -1.756    0.891      0.006    0.009  15695.573  6202.489  1.001
1|id[2, 33]            0.687  0.633  -0.564    1.824      0.005    0.009  16110.357  4971.926  1.000
1|id[2, 35]           -0.464  0.689  -1.771    0.784      0.005    0.009  19390.667  5542.093  1.001
1|id[2, 46]            0.341  0.636  -0.896    1.492      0.005    0.009  17273.334  5383.656  1.001
1|id[2, 48]           -0.119  0.649  -1.355    1.082      0.005    0.008  16610.652  5669.186  1.000
1|id[2, 49]           -0.473  0.682  -1.776    0.801      0.005    0.009  17462.942  5791.430  1.000
1|id[2, 50]           -0.059  0.612  -1.232    1.039      0.004    0.008  18678.170  6050.550  1.001
1|id[2, 51]           -0.854  0.633  -2.078    0.323      0.005    0.008  15613.737  5670.619  1.000
1|id[2, 53]            0.069  0.578  -0.996    1.175      0.005    0.007  15419.709  6338.667  1.000
1|id[2, 55]            0.008  0.672  -1.235    1.285      0.005    0.009  16050.827  5743.855  1.001
1|id[2, 63]            0.745  0.592  -0.430    1.808      0.005    0.008  15758.129  5366.350  1.002
1|id[2, 85]            0.011  0.592  -1.088    1.143      0.005    0.008  16571.101  5868.299  1.001
1|id[2, 86]            0.716  0.590  -0.397    1.774      0.005    0.007  16770.743  6265.694  1.001
1|id[2, 94]            0.604  0.611  -0.537    1.753      0.005    0.008  16088.236  6136.170  1.001
1|id[2, 96]            0.077  0.577  -1.014    1.155      0.004    0.007  16839.606  5888.966  1.000
1|id[2, 101]           0.302  0.608  -0.842    1.447      0.005    0.008  16448.290  5519.192  1.000
1|id[2, 104]          -0.559  0.682  -1.837    0.735      0.005    0.009  20694.286  5956.530  1.001
1|id[2, 105]           0.889  0.572  -0.188    1.962      0.004    0.007  17219.742  6261.695  1.000
1|id[2, 106]          -0.159  0.651  -1.342    1.113      0.005    0.008  17424.619  6022.111  1.000
1|id[2, 108]          -0.549  0.673  -1.823    0.707      0.005    0.009  16303.202  5606.414  1.001
1|id[2, 112]          -0.145  0.650  -1.382    1.032      0.005    0.009  18606.464  5384.705  1.001
1|id[2, 113]          -0.055  0.591  -1.198    1.031      0.005    0.007  15778.748  6374.506  1.001
1|id[2, 114]          -0.274  0.627  -1.434    0.921      0.005    0.008  16742.685  5302.014  1.002
1|id[2, 118]           0.103  0.626  -1.013    1.348      0.005    0.008  15829.550  6007.238  1.001
1|id[2, 119]           0.486  0.672  -0.760    1.745      0.005    0.009  16756.694  5937.652  1.000
1|id[2, 124]           0.300  0.574  -0.810    1.353      0.004    0.007  17350.547  5405.003  1.000
1|id[2, 125]           0.297  0.613  -0.868    1.419      0.005    0.008  16297.782  5726.764  1.000
1|id[2, 127]          -0.414  0.695  -1.733    0.917      0.005    0.009  17665.917  5432.546  1.000
1|id[2, 151]           0.153  0.642  -1.054    1.369      0.005    0.009  16618.014  5241.893  1.002
1|id[2, 152]           0.241  0.614  -0.973    1.341      0.005    0.008  14779.986  6306.800  1.001
1|id[2, 153]           0.062  0.687  -1.171    1.402      0.005    0.009  16898.049  6192.920  1.001
1|id[2, 165]          -0.487  0.679  -1.828    0.716      0.005    0.009  20511.830  5481.488  1.002
1|id[2, 176]          -0.628  0.669  -1.868    0.638      0.005    0.009  15032.670  5469.979  1.001
1|id[2, 197]           0.454  0.657  -0.821    1.639      0.006    0.008  13823.410  5670.590  1.000
1|id[2, 198]          -0.223  0.630  -1.435    0.931      0.005    0.008  16917.591  5845.435  1.000
1|id[2, 200]          -0.409  0.700  -1.734    0.887      0.005    0.009  19125.607  6605.517  1.000
1|id[2, 232]          -0.475  0.698  -1.802    0.792      0.005    0.009  16711.802  6184.928  1.000
1|id[2, 233]          -0.252  0.626  -1.494    0.870      0.005    0.009  14461.301  5529.413  1.001
1|id[2, 234]           0.168  0.612  -0.941    1.339      0.005    0.007  14221.967  6060.753  1.000
1|id[2, 235]          -0.330  0.720  -1.676    1.018      0.006    0.009  16440.025  5525.157  1.002
1|id[2, 236]          -0.488  0.705  -1.744    0.897      0.005    0.010  18518.427  5175.148  1.001
1|id[2, 240]          -0.244  0.624  -1.414    0.923      0.005    0.008  17350.460  5411.495  1.000
1|id[2, 256]          -0.103  0.651  -1.289    1.151      0.005    0.009  16182.309  5427.648  1.000
1|id[2, 281]          -0.143  0.648  -1.384    1.035      0.005    0.008  16471.757  5652.046  1.000
1|id[2, 296]          -0.329  0.718  -1.726    0.989      0.005    0.010  17314.591  5261.375  1.002
1|id[2, 304]          -0.177  0.642  -1.380    1.038      0.005    0.008  16391.741  5810.814  1.001
1|id[2, 305]           0.014  0.603  -1.120    1.151      0.005    0.008  15299.004  5476.883  1.002
1|id[2, 307]          -0.403  0.704  -1.677    0.929      0.005    0.010  17625.978  5312.165  1.000
1|id[2, 309]           0.079  0.672  -1.242    1.295      0.005    0.008  17618.468  5622.181  1.000
1|id[2, 310]           0.066  0.681  -1.210    1.349      0.006    0.009  14633.770  5310.276  1.001
1|id[2, 311]          -0.318  0.622  -1.500    0.814      0.005    0.008  16902.190  6261.198  1.001
1|id[2, 312]           0.616  0.617  -0.526    1.739      0.004    0.007  20925.050  6125.282  1.003
1|id[2, 314]          -0.557  0.673  -1.840    0.676      0.005    0.009  17003.648  5212.390  1.000
1|id[2, 316]          -0.159  0.649  -1.396    1.026      0.005    0.008  18042.125  6193.319  1.000
1|id[2, 320]           0.427  0.730  -0.847    1.854      0.005    0.010  18551.166  5563.768  1.000
1|id[2, 325]          -0.300  0.717  -1.578    1.097      0.005    0.009  18129.196  5814.142  1.001
1|id[2, 355]          -0.050  0.654  -1.222    1.230      0.005    0.008  17199.857  5979.920  1.001
1|id[2, 358]           0.232  0.710  -1.166    1.518      0.006    0.010  14997.013  5144.063  1.001
1|id[2, 359]          -0.126  0.765  -1.559    1.308      0.006    0.010  18236.482  5765.638  1.002
1|id[2, 360]          -0.499  0.668  -1.708    0.785      0.006    0.008  14464.181  5905.667  1.000
1|id[2, 361]          -0.208  0.644  -1.433    0.961      0.005    0.008  16777.933  6408.335  1.000
1|id[2, 362]           0.302  0.587  -0.859    1.370      0.004    0.008  18872.139  6048.261  1.001
1|id[2, 374]          -0.687  0.643  -1.870    0.589      0.005    0.008  16728.997  5472.473  1.001
1|id[2, 377]          -0.696  0.653  -1.949    0.496      0.006    0.009  13524.984  5312.287  1.001
1|id[2, 378]           0.070  0.613  -1.111    1.195      0.005    0.009  16648.513  4607.638  1.000
1|id[2, 380]           0.065  0.607  -1.044    1.230      0.005    0.008  15785.017  5564.065  1.000
1|id[2, 381]          -0.244  0.571  -1.317    0.860      0.004    0.008  16354.004  5009.201  1.000
1|id[2, 382]          -0.035  0.675  -1.271    1.214      0.005    0.009  18745.486  5949.469  1.001
1|id[2, 383]           0.348  0.599  -0.739    1.483      0.005    0.007  17342.442  6168.997  1.000
1|id[2, 385]          -0.144  0.660  -1.418    1.072      0.005    0.009  17312.799  5443.605  1.001
1|id[2, 386]          -0.768  0.629  -1.966    0.412      0.005    0.009  17606.242  5928.120  1.001
1|id[2, 387]          -0.209  0.650  -1.430    1.000      0.005    0.008  16685.888  6017.041  1.002
1|id[2, 389]           0.927  0.572  -0.117    2.030      0.005    0.007  15072.811  5751.399  1.001
1|id[2, 391]           0.271  0.588  -0.855    1.344      0.005    0.008  16040.413  5412.616  1.000
1|id[2, 392]          -0.333  0.614  -1.463    0.831      0.005    0.008  17892.722  6047.804  1.000
1|id[2, 393]          -0.062  0.655  -1.275    1.198      0.005    0.009  16406.459  5516.109  1.001
1|id[2, 395]           0.139  0.672  -1.085    1.404      0.005    0.008  17337.148  6167.800  1.000
1|id[2, 396]          -0.017  0.677  -1.284    1.236      0.005    0.009  18795.979  5962.775  1.001
1|id[2, 397]           0.134  0.607  -1.025    1.275      0.005    0.008  18242.649  5405.724  1.000
1|id[2, 398]          -0.600  0.672  -1.885    0.626      0.005    0.009  16218.684  5727.213  1.001
1|id[2, 406]           0.041  0.619  -1.177    1.154      0.005    0.008  16288.888  5824.458  1.000
1|id[2, 407]          -0.483  0.696  -1.814    0.814      0.006    0.010  15470.668  5363.243  1.001
1|id[2, 421]          -0.069  0.646  -1.374    1.054      0.005    0.008  16924.188  5774.729  1.001
1|id[2, 422]           0.060  0.604  -1.054    1.236      0.005    0.008  15198.465  5825.140  1.000
1|id[2, 423]           0.732  0.714  -0.664    2.031      0.005    0.011  20472.324  4736.236  1.000
1|id[2, 429]          -0.254  0.618  -1.433    0.903      0.005    0.008  16754.656  5416.428  1.000
1|id[2, 431]           0.894  0.611  -0.268    2.025      0.005    0.008  15634.074  5628.572  1.000
1|id[2, 432]          -0.046  0.667  -1.296    1.180      0.005    0.008  15315.251  5783.137  1.000
1|id[2, 433]           0.257  0.649  -0.991    1.465      0.005    0.009  18689.890  5042.757  1.001
1|id[2, 434]           0.504  0.621  -0.678    1.635      0.005    0.008  16044.346  5533.802  1.000
1|id[2, 435]           0.420  0.648  -0.820    1.599      0.005    0.009  18319.432  5872.924  1.000
1|id[2, 436]           0.426  0.651  -0.867    1.573      0.005    0.008  16751.595  6056.217  1.000
1|id[2, 437]           0.426  0.607  -0.715    1.563      0.005    0.008  16389.175  6223.997  1.001
1|id[2, 438]          -0.459  0.689  -1.706    0.854      0.005    0.009  16247.281  6137.867  1.000
1|id[2, 439]           0.808  0.634  -0.355    2.026      0.005    0.008  16457.687  5595.568  1.000
1|id[2, 440]           1.217  0.624   0.002    2.352      0.005    0.008  17825.741  6148.468  1.000
1|id[2, 441]           0.291  0.648  -0.922    1.516      0.005    0.009  16593.944  6011.533  1.002
1|id[2, 442]           0.653  0.633  -0.496    1.874      0.005    0.008  18726.284  5358.460  1.000
1|id[2, 443]          -0.491  0.685  -1.782    0.812      0.006    0.009  14712.459  5417.820  1.000
1|id[2, 444]           0.515  0.618  -0.673    1.644      0.005    0.008  16351.643  6068.193  1.000
1|id[2, 445]           0.448  0.616  -0.695    1.617      0.005    0.008  17902.831  5631.231  1.001
1|id[2, 451]          -0.502  0.674  -1.745    0.781      0.005    0.009  16712.417  5992.615  1.001
1|id[2, 466]          -0.452  0.632  -1.709    0.667      0.005    0.009  17242.711  5493.757  1.001
1|id[2, 483]           0.649  0.700  -0.709    1.935      0.005    0.009  16910.462  6054.573  1.000
1|id[2, 484]           0.175  0.618  -0.974    1.331      0.005    0.008  16544.606  5475.021  1.000
1|id[2, 485]          -0.206  0.662  -1.454    1.015      0.005    0.009  16008.224  5575.471  1.002
1|id[2, 502]          -0.475  0.621  -1.604    0.701      0.005    0.008  16054.836  5125.247  1.001
1|id[2, 503]           0.591  0.618  -0.585    1.729      0.005    0.008  15477.675  5752.948  1.000
1|id[2, 505]           0.087  0.598  -1.018    1.227      0.004    0.008  18164.792  5831.898  1.000
1|id[2, 507]          -0.526  0.689  -1.802    0.770      0.005    0.008  17772.200  5776.014  1.000
1|id[2, 508]           0.636  0.614  -0.571    1.734      0.005    0.008  16537.237  5607.414  1.001
1|id[2, 510]           0.450  0.789  -1.041    1.964      0.006    0.011  19995.818  5471.827  1.001
1|id[2, 511]           0.286  0.629  -0.894    1.450      0.005    0.008  18100.493  5778.819  1.001
1|id[2, 512]          -0.440  0.713  -1.791    0.861      0.005    0.011  18851.140  5482.150  1.000
1|id[2, 513]          -0.593  0.651  -1.842    0.628      0.005    0.009  15237.755  4699.473  1.000
1|id[2, 514]           0.052  0.614  -1.058    1.216      0.005    0.008  18240.434  6285.987  1.000
1|id[2, 519]          -0.925  0.632  -2.132    0.231      0.005    0.009  17948.017  5591.544  1.000
1|id[2, 520]           0.791  0.580  -0.300    1.874      0.004    0.007  17630.987  6220.740  1.000
1|id[2, 521]          -0.257  0.622  -1.407    0.930      0.005    0.008  17356.412  5780.534  1.001
1|id[2, 524]          -0.103  0.672  -1.306    1.192      0.005    0.009  17394.693  5073.263  1.000
1|id[2, 583]           0.708  0.579  -0.394    1.753      0.004    0.008  16834.320  6107.118  1.000
1|id[2, 585]          -0.643  0.665  -1.880    0.654      0.005    0.008  16060.488  6090.213  1.001
1|id[2, 588]           0.165  0.626  -1.000    1.374      0.005    0.008  16414.729  6027.322  1.001
1|id[2, 601]           0.172  0.570  -0.880    1.258      0.004    0.007  17935.237  6134.120  1.000
1|id[2, 602]           0.517  0.607  -0.643    1.649      0.005    0.007  16720.507  6546.853  1.001
1|id[2, 610]          -0.482  0.618  -1.649    0.654      0.005    0.008  16119.405  5549.833  1.000
1|id[2, 611]           0.502  0.604  -0.655    1.662      0.005    0.009  16634.922  5463.241  1.000
1|id[2, 612]          -0.646  0.655  -1.897    0.565      0.005    0.009  16650.345  5086.901  1.001
1|id[2, 615]           0.303  0.727  -1.036    1.675      0.005    0.010  18232.447  5538.515  1.001
1|id[2, 619]           0.344  0.579  -0.728    1.413      0.005    0.007  16459.653  5905.330  1.000
1|id[2, 623]          -0.691  0.665  -1.930    0.551      0.005    0.010  18270.762  5892.172  1.001
1|id[2, 626]          -0.535  0.684  -1.861    0.705      0.005    0.009  17050.021  5806.448  1.000
1|id[2, 628]           0.282  0.723  -1.159    1.564      0.006    0.010  16662.440  5583.838  1.001
1|id[2, 629]          -0.439  0.701  -1.751    0.898      0.005    0.009  17876.236  5135.450  1.000
1|id[2, 630]          -0.541  0.663  -1.746    0.723      0.005    0.008  15935.566  5809.314  1.001
1|id[2, 631]          -0.197  0.660  -1.424    1.055      0.005    0.008  16050.331  5951.059  1.000
1|id[2, 632]           0.281  0.717  -1.037    1.631      0.005    0.010  17411.084  5512.738  1.001
1|id[2, 636]          -0.307  0.637  -1.481    0.891      0.005    0.008  16597.224  5903.622  1.000
1|id[2, 637]           0.740  0.571  -0.319    1.813      0.005    0.007  15251.772  5985.680  1.001
1|id[2, 640]          -0.188  0.637  -1.353    1.025      0.005    0.008  17444.601  5494.018  1.000
1|id[2, 649]           0.521  0.600  -0.585    1.672      0.005    0.008  13706.889  5850.592  1.000
1|id[2, 650]          -0.711  0.648  -1.927    0.496      0.005    0.009  16988.699  5742.942  1.001
1|id[2, 651]           0.640  0.619  -0.474    1.836      0.005    0.007  16351.319  6462.434  1.001
1|id[2, 652]          -0.807  0.642  -1.990    0.401      0.005    0.008  15334.961  5172.917  1.000
1|id[2, 654]           0.351  0.599  -0.734    1.497      0.005    0.007  14231.120  5839.758  1.000
1|id[2, 660]          -0.239  0.650  -1.442    1.003      0.005    0.009  19279.102  4991.474  1.001
1|id[2, 661]          -0.123  0.638  -1.351    1.067      0.005    0.009  17948.080  5291.446  1.001
1|id[2, 663]          -0.583  0.659  -1.761    0.729      0.005    0.008  15022.974  5642.993  1.001
1|id[2, 666]           0.142  0.685  -1.133    1.415      0.005    0.009  19354.582  5484.917  1.000
1|id[2, 671]          -0.487  0.603  -1.615    0.626      0.005    0.008  17985.913  5129.585  1.001
1|id[2, 672]          -0.073  0.581  -1.241    0.963      0.004    0.007  17571.215  6326.919  1.000
1|id[2, 673]          -0.248  0.630  -1.426    0.930      0.005    0.008  16389.832  5365.833  1.002
1|id[2, 674]           0.060  0.527  -0.938    1.037      0.004    0.006  17352.620  5995.364  1.001
1|id[2, 675]          -0.092  0.602  -1.217    1.041      0.005    0.009  16944.109  5124.125  1.001
1|id[2, 676]          -0.561  0.675  -1.819    0.671      0.006    0.009  14896.391  5696.936  1.000
1|id[2, 677]          -0.534  0.667  -1.775    0.705      0.005    0.008  18953.348  6335.966  1.001
1|id[2, 683]           0.578  0.623  -0.617    1.721      0.005    0.008  17026.274  5798.219  1.001
1|id[2, 684]           0.129  0.623  -1.014    1.335      0.005    0.008  15481.075  5701.325  1.001
1|id[2, 686]           0.522  0.573  -0.577    1.601      0.004    0.007  17961.344  6176.389  1.001
1|id[2, 687]           0.853  0.577  -0.230    1.936      0.004    0.007  17121.513  5955.583  1.000
1|id[2, 690]           0.678  0.606  -0.432    1.849      0.004    0.008  18546.926  6044.122  1.000
1|id[2, 695]          -0.658  0.664  -1.983    0.502      0.005    0.010  18130.283  5433.018  1.001
1|id[2, 696]          -0.357  0.710  -1.690    1.014      0.005    0.010  19129.647  5545.764  1.000
1|id[2, 697]          -0.096  0.665  -1.293    1.167      0.005    0.008  19363.242  6157.426  1.001
1|id[2, 704]          -0.555  0.672  -1.852    0.680      0.005    0.009  16583.123  5589.989  1.001
1|id[2, 705]          -0.504  0.688  -1.779    0.781      0.005    0.010  16623.108  5190.333  1.001
1|id[2, 706]           0.099  0.622  -1.061    1.312      0.005    0.009  18703.698  5545.356  1.001
1|id[2, 707]           0.694  0.577  -0.320    1.841      0.005    0.008  15460.293  5397.471  1.001
1|id[2, 708]          -0.177  0.642  -1.403    0.973      0.005    0.008  16485.101  5956.977  1.001
1|id[2, 709]          -0.186  0.758  -1.564    1.317      0.006    0.010  15501.365  5541.294  1.001
1|id[2, 710]          -0.677  0.653  -1.905    0.528      0.005    0.008  15655.019  5140.953  1.000
1|id[2, 713]           0.262  0.509  -0.658    1.244      0.004    0.006  16960.572  5968.584  1.000
1|id[2, 715]           0.439  0.602  -0.691    1.571      0.005    0.008  16899.886  6465.398  1.001
1|id[2, 716]           0.549  0.572  -0.497    1.688      0.005    0.008  15611.212  5981.184  1.001
1|id[2, 717]           0.415  0.570  -0.639    1.488      0.005    0.007  15383.264  6803.012  1.001
1|id[2, 718]          -0.163  0.662  -1.433    1.072      0.005    0.009  15144.953  5572.304  1.000
1|id[2, 719]          -0.045  0.665  -1.352    1.147      0.005    0.009  17913.092  5473.590  1.000
1|id[2, 722]          -0.369  0.690  -1.627    0.948      0.006    0.009  15722.197  5878.942  1.000
1|id[2, 723]           0.359  0.629  -0.846    1.528      0.005    0.008  14867.046  6363.634  1.000
1|id[2, 725]          -0.286  0.728  -1.642    1.078      0.006    0.009  17329.993  5697.489  1.000
1|id[2, 727]          -0.253  0.636  -1.453    0.932      0.005    0.008  15526.138  5757.067  1.001
1|id[2, 730]          -0.162  0.650  -1.398    1.031      0.005    0.009  17471.023  5848.621  1.001
1|id[2, 732]           0.614  0.612  -0.494    1.782      0.005    0.008  16068.046  6327.714  1.001
1|id[2, 733]          -0.570  0.663  -1.756    0.734      0.005    0.009  17295.425  6131.155  1.001
1|id[2, 741]          -0.455  0.616  -1.615    0.661      0.005    0.008  17867.315  5893.356  1.001
1|id[2, 743]          -0.431  0.556  -1.460    0.616      0.004    0.008  17652.519  5443.660  1.001
1|id[2, 744]          -0.056  0.659  -1.307    1.173      0.005    0.009  20098.548  5542.838  1.001
1|id[2, 745]          -0.214  0.654  -1.466    0.996      0.005    0.009  19628.537  5667.058  1.001
1|id[2, 756]          -0.144  0.658  -1.339    1.118      0.005    0.008  15827.065  5491.130  1.002
1|id[2, 757]          -0.051  0.593  -1.135    1.105      0.005    0.007  15803.955  5829.704  1.000
1|id[2, 783]          -0.543  0.685  -1.800    0.773      0.005    0.009  19509.923  5707.115  1.002
1|id[2, 797]           0.141  0.625  -1.065    1.291      0.005    0.008  19092.578  5915.420  1.000
1|id[2, 803]          -0.800  0.630  -1.967    0.396      0.005    0.008  16566.561  5385.516  1.001
1|id[2, 806]          -0.857  0.644  -2.053    0.367      0.005    0.009  14952.056  5151.486  1.001
1|id[2, 807]           0.183  0.635  -1.041    1.336      0.005    0.008  14640.916  6046.986  1.001
1|id[2, 808]           0.188  0.637  -1.015    1.383      0.005    0.009  16484.776  5640.967  1.000
1|id[2, 810]           0.545  0.589  -0.546    1.661      0.004    0.008  19165.193  5807.644  1.000
1|id[2, 815]          -0.590  0.672  -1.825    0.683      0.005    0.009  17342.793  5807.794  1.001
1|id[2, 842]          -0.307  0.624  -1.448    0.914      0.005    0.008  17392.843  5695.861  1.000
1|id[2, 843]           0.173  0.630  -1.034    1.306      0.005    0.008  16991.446  5359.206  1.000
1|id[2, 845]           1.059  0.608  -0.029    2.250      0.005    0.007  15439.013  6436.727  1.000
1|id[2, 858]           1.131  0.586   0.042    2.246      0.005    0.007  16259.814  6008.479  1.000
1|id[2, 859]           0.020  0.671  -1.251    1.244      0.005    0.009  16150.150  5876.410  1.001
1|id[2, 860]           0.157  0.629  -1.072    1.307      0.005    0.008  17077.392  5713.566  1.001
1|id[2, 861]           0.228  0.712  -1.104    1.577      0.006    0.010  15499.309  5425.126  1.000
1|id[2, 862]          -0.569  0.669  -1.836    0.659      0.005    0.009  18141.937  5460.035  1.001
1|id[2, 863]           0.733  0.614  -0.423    1.877      0.005    0.008  17805.932  5801.342  1.000
1|id[2, 864]           0.207  0.613  -0.940    1.343      0.004    0.008  19297.306  5642.102  1.000
1|id[2, 865]          -0.294  0.626  -1.457    0.906      0.004    0.008  19922.395  5936.791  1.000
1|id[2, 866]          -0.326  0.633  -1.524    0.868      0.005    0.009  16168.388  5088.633  1.000
1|id[2, 867]          -0.149  0.645  -1.410    1.040      0.005    0.009  14461.628  5650.968  1.002
1|id[2, 868]          -0.185  0.593  -1.328    0.891      0.004    0.007  18956.848  6344.368  1.000
1|id[2, 870]           0.242  0.565  -0.827    1.282      0.004    0.007  16691.970  6040.868  1.000
1|id[2, 899]           0.848  0.569  -0.203    1.930      0.005    0.007  14497.303  6172.949  1.001
1|id[2, 903]          -0.250  0.620  -1.408    0.913      0.005    0.008  17643.715  5965.106  1.000
1|id[2, 905]          -0.145  0.641  -1.351    1.038      0.005    0.008  15798.342  5978.001  1.001
1|id[2, 906]           0.898  0.533  -0.141    1.882      0.004    0.007  16432.561  6039.243  1.001
1|id[2, 908]           0.258  0.629  -0.915    1.439      0.005    0.009  16661.685  6278.161  1.001
1|id[2, 910]          -0.302  0.699  -1.586    1.025      0.005    0.009  17298.651  5652.435  1.001
1|id[2, 920]          -0.048  0.666  -1.246    1.270      0.005    0.009  16420.198  5844.011  1.001
1|id[2, 921]           0.445  0.605  -0.684    1.586      0.005    0.008  17896.119  5778.746  1.000
1|id[2, 922]           0.570  0.602  -0.587    1.634      0.005    0.008  17513.307  5901.459  1.001
1|id[2, 923]           0.227  0.651  -1.011    1.412      0.005    0.008  17099.619  5794.692  1.001
1|id[2, 932]          -0.493  0.692  -1.823    0.752      0.005    0.009  18039.027  5655.373  1.000
1|id[2, 933]          -0.232  0.641  -1.443    0.963      0.005    0.008  18383.380  6189.665  1.001
1|id[2, 934]           1.049  0.576  -0.018    2.125      0.004    0.008  16533.476  5441.385  1.002
1|id[2, 935]          -0.050  0.651  -1.314    1.139      0.006    0.008  13201.858  6342.201  1.001
1|id[2, 936]           0.205  0.690  -1.088    1.474      0.005    0.009  19166.314  6358.899  1.001
1|id[2, 937]           0.607  0.679  -0.716    1.840      0.005    0.009  16181.750  5540.538  1.001
1|id[2, 938]           0.560  0.614  -0.588    1.687      0.005    0.008  17488.711  6231.067  1.000
1|id[2, 939]           0.483  0.691  -0.780    1.809      0.005    0.009  18504.105  5629.563  1.001
1|id[2, 940]          -0.110  0.633  -1.382    1.018      0.005    0.008  16210.821  6143.687  1.001
